,pymonnto_izh.py,pymonntorch_izh_cpu.py,pymonntorch_izh_cuda.py,brian_izh.py,brian_izh_cpp.py,brian_izh_cuda.py,annarchy_izh_cpu.py,annarchy_izh_cuda.py,pynn_nest_izh.py
0,0.857276201248169,0.879560232162476,0.853774785995483,4.33188962936401,3.70404,0.247,2.57677507400513,0.236450433731079,2.14905667304993
1,0.879787683486939,0.852834939956665,0.958544015884399,4.3491542339325,3.70434,0.246,2.60516810417175,0.23560619354248,2.13013386726379
2,0.879327535629272,0.8471839427948,0.860640287399292,4.28407025337219,3.68868,0.246,2.58363175392151,0.236264228820801,2.16033244132996
3,0.828821897506714,0.84425687789917,0.78649115562439,4.27917718887329,3.90363,0.247,2.60994410514832,0.235888719558716,2.15532565116882
4,0.860851049423218,0.894026517868042,0.827234029769897,4.31456685066223,3.67227,0.247,2.58864903450012,0.236624479293823,2.14640855789185
5,0.816332340240479,0.83613920211792,0.792726516723633,4.30838584899902,3.67295,0.248,2.59011363983154,0.23603367805481,2.14323568344116
6,0.8481125831604,0.857552289962769,0.964661121368408,4.34864020347595,3.70088,0.247,2.56407046318054,0.235433340072632,2.15300822257996
7,0.870749711990356,0.843349695205689,0.886638641357422,4.31220173835754,3.69473,0.246,2.58244967460632,0.23526406288147,2.16054058074951
8,0.825703144073486,0.835610866546631,0.817646980285645,4.30248188972473,3.69877,0.246,2.60859894752502,0.236072301864624,2.14617943763733
9,0.844427824020386,0.8511061668396,0.872203826904297,4.32772946357727,3.70806,0.248,2.59410953521729,0.23633885383606,2.13414072990417
